Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Haiti,HTI,2001,Net official development assistance received (current US$),DT.ODA.ODAT.CD,170029998.779297
Haiti,HTI,2000,Net official development assistance received (current US$),DT.ODA.ODAT.CD,181639999.389648
Haiti,HTI,1999,Net official development assistance received (current US$),DT.ODA.ODAT.CD,213770004.272461
Haiti,HTI,1998,Net official development assistance received (current US$),DT.ODA.ODAT.CD,350929992.675781
Haiti,HTI,1997,Net official development assistance received (current US$),DT.ODA.ODAT.CD,280799987.792969
Haiti,HTI,1996,Net official development assistance received (current US$),DT.ODA.ODAT.CD,331109985.351563
Haiti,HTI,1995,Net official development assistance received (current US$),DT.ODA.ODAT.CD,654799987.792969
Haiti,HTI,1994,Net official development assistance received (current US$),DT.ODA.ODAT.CD,615289978.027344
Haiti,HTI,1993,Net official development assistance received (current US$),DT.ODA.ODAT.CD,120620002.746582
Haiti,HTI,1992,Net official development assistance received (current US$),DT.ODA.ODAT.CD,100510002.13623
Haiti,HTI,1991,Net official development assistance received (current US$),DT.ODA.ODAT.CD,170610000.610352
Haiti,HTI,1990,Net official development assistance received (current US$),DT.ODA.ODAT.CD,155710006.713867
Haiti,HTI,1989,Net official development assistance received (current US$),DT.ODA.ODAT.CD,186080001.831055
Haiti,HTI,1988,Net official development assistance received (current US$),DT.ODA.ODAT.CD,135960006.713867
Haiti,HTI,1987,Net official development assistance received (current US$),DT.ODA.ODAT.CD,210479995.727539
Haiti,HTI,1986,Net official development assistance received (current US$),DT.ODA.ODAT.CD,177509994.506836
Haiti,HTI,1985,Net official development assistance received (current US$),DT.ODA.ODAT.CD,138119995.117188
Haiti,HTI,1984,Net official development assistance received (current US$),DT.ODA.ODAT.CD,115819999.694824
Haiti,HTI,1983,Net official development assistance received (current US$),DT.ODA.ODAT.CD,117010002.13623
Haiti,HTI,1982,Net official development assistance received (current US$),DT.ODA.ODAT.CD,113629997.253418
Haiti,HTI,1981,Net official development assistance received (current US$),DT.ODA.ODAT.CD,96129997.253418
Haiti,HTI,1980,Net official development assistance received (current US$),DT.ODA.ODAT.CD,95029998.7792969
Haiti,HTI,1979,Net official development assistance received (current US$),DT.ODA.ODAT.CD,74940002.4414063
Haiti,HTI,1978,Net official development assistance received (current US$),DT.ODA.ODAT.CD,74150001.5258789
Haiti,HTI,1977,Net official development assistance received (current US$),DT.ODA.ODAT.CD,64809997.5585938
Haiti,HTI,1976,Net official development assistance received (current US$),DT.ODA.ODAT.CD,54659999.8474121
Haiti,HTI,1975,Net official development assistance received (current US$),DT.ODA.ODAT.CD,41549999.2370605
Haiti,HTI,1974,Net official development assistance received (current US$),DT.ODA.ODAT.CD,12880000.1144409
Haiti,HTI,1973,Net official development assistance received (current US$),DT.ODA.ODAT.CD,7809999.94277954
Haiti,HTI,1972,Net official development assistance received (current US$),DT.ODA.ODAT.CD,7010000.22888184
Haiti,HTI,1971,Net official development assistance received (current US$),DT.ODA.ODAT.CD,5929999.82833862
Haiti,HTI,1970,Net official development assistance received (current US$),DT.ODA.ODAT.CD,6710000.03814697
Haiti,HTI,1969,Net official development assistance received (current US$),DT.ODA.ODAT.CD,4139999.8664856
Haiti,HTI,1968,Net official development assistance received (current US$),DT.ODA.ODAT.CD,5809999.94277954
Haiti,HTI,1967,Net official development assistance received (current US$),DT.ODA.ODAT.CD,4400000.09536743
Haiti,HTI,1966,Net official development assistance received (current US$),DT.ODA.ODAT.CD,4480000.01907349
Haiti,HTI,1965,Net official development assistance received (current US$),DT.ODA.ODAT.CD,6159999.84741211
Haiti,HTI,1964,Net official development assistance received (current US$),DT.ODA.ODAT.CD,4010000.22888184
Haiti,HTI,1963,Net official development assistance received (current US$),DT.ODA.ODAT.CD,3140000.10490417
Haiti,HTI,1962,Net official development assistance received (current US$),DT.ODA.ODAT.CD,5500000
Haiti,HTI,1961,Net official development assistance received (current US$),DT.ODA.ODAT.CD,14210000.038147
Haiti,HTI,1960,Net official development assistance received (current US$),DT.ODA.ODAT.CD,10359999.6566772
Haiti,HTI,2019,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,5.0513078501137
Haiti,HTI,2018,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.22604501816149
Haiti,HTI,2017,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.87519525836525
Haiti,HTI,2016,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,7.78204165919568
Haiti,HTI,2015,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,7.02012898105468
Haiti,HTI,2014,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,7.29448453460884
Haiti,HTI,2013,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,7.92953513225959
Haiti,HTI,2012,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,9.25166692730787
Haiti,HTI,2011,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,11.5468106671367
Haiti,HTI,2010,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,24.7335952974727
Haiti,HTI,2009,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,8.7812928911249
Haiti,HTI,2008,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,7.93511524053353
Haiti,HTI,2007,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.68189576335915
Haiti,HTI,2006,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,7.17268985352181
Haiti,HTI,2005,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,5.22752748033697
Haiti,HTI,2004,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,4.67270179287193
Haiti,HTI,2003,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,3.74626319220828
Haiti,HTI,2002,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,2.49362334765606
Haiti,HTI,2001,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,2.67119730832584
Haiti,HTI,2000,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,2.63950658716491
Haiti,HTI,1999,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,5.14094708276336
Haiti,HTI,1998,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,9.40323842948544
Haiti,HTI,1997,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,8.38232508761465
Haiti,HTI,1996,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,11.3377594529179
Haiti,HTI,1995,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,23.211563960743
Haiti,HTI,1994,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,28.4098649148609
Haiti,HTI,1993,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.45838802504465
Haiti,HTI,1992,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,4.47661821804633
Haiti,HTI,1991,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,4.93728826454576
Haiti,HTI,1990,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,5.05865705132667
Haiti,HTI,1989,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.86473461731695
Haiti,HTI,1988,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,5.25591111736536
Haiti,HTI,1987,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,10.3874085958768
Haiti,HTI,1986,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,7.70890022360789
Haiti,HTI,1985,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.94209741635279
Haiti,HTI,1984,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.44110023106771
Haiti,HTI,1983,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,7.27041141425787
Haiti,HTI,1982,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,7.78191710978346
Haiti,HTI,1981,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.55577814514978
Haiti,HTI,1980,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.93902875352285
Haiti,HTI,2019,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,64.500122098329
Haiti,HTI,2018,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,89.6469988082126
Haiti,HTI,2017,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,89.3477699297428
Haiti,HTI,2016,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,98.8636924759741
Haiti,HTI,2015,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,97.7846827136881
Haiti,HTI,2014,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,102.60302086742
Haiti,HTI,2013,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,110.77457349706
Haiti,HTI,2012,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,124.218092341932
Haiti,HTI,2011,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,149.149726042096
Haiti,HTI,2010,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,290.456098386908
Haiti,HTI,2009,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,101.118121895491
Haiti,HTI,2008,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,85.4832334308659
Haiti,HTI,2007,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,65.57219300958
Haiti,HTI,2006,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,56.8809271597229
Haiti,HTI,2005,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,39.8715042977782
Haiti,HTI,2004,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,30.9558372034866
Haiti,HTI,2003,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,20.9817684788953
Haiti,HTI,2002,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,17.3574854969601
Haiti,HTI,2001,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,19.7506971090426
Haiti,HTI,2000,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,21.4608044221318
Haiti,HTI,1999,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,25.6963824408811
Haiti,HTI,1998,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,42.9288966266302
Haiti,HTI,1997,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,34.9657257166535
Haiti,HTI,1996,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,41.9800795697651
Haiti,HTI,1995,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,84.5502262045236
Haiti,HTI,1994,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,80.9345226057821
Haiti,HTI,1993,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,16.1674187978719
Haiti,HTI,1992,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,13.7318294586645
Haiti,HTI,1991,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,23.7664362382015
Haiti,HTI,1990,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,22.1244511639977
Haiti,HTI,1989,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,26.9768934720144
Haiti,HTI,1988,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,20.1177183457227
Haiti,HTI,1987,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,31.8006043637203
Haiti,HTI,1986,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,27.3997037458976
Haiti,HTI,1985,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,21.7948558516378
Haiti,HTI,1984,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,18.6966699675858
Haiti,HTI,1983,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,19.3353284149063
Haiti,HTI,1982,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,19.2260084354546
Haiti,HTI,1981,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,16.6505952684834
Haiti,HTI,1980,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,16.8398107057281
Haiti,HTI,1979,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,13.5756274998304
Haiti,HTI,1978,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,13.7212670430307
Haiti,HTI,1977,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,12.2407153591791
Haiti,HTI,1976,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,10.5284710482285
Haiti,HTI,1975,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,8.15574214056544
Haiti,HTI,1974,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,2.57409107694552
Haiti,HTI,1973,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.58784211904334
Haiti,HTI,1972,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.44914538232875
Haiti,HTI,1971,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.24653808790692
Haiti,HTI,1970,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.43491444897831
Haiti,HTI,1969,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.901240940565901
Haiti,HTI,1968,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.28830231306357
Haiti,HTI,1967,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.994278850778053
Haiti,HTI,1966,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.03194301718335
Haiti,HTI,1965,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.4464392111393
Haiti,HTI,1964,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.959874203557433
Haiti,HTI,1963,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.766273265459787
Haiti,HTI,1962,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.36844140246832
Haiti,HTI,1961,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,3.6048093987216
Haiti,HTI,1960,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,2.67965999786796
Haiti,HTI,2019,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1.19746299102186
Haiti,HTI,2018,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1.00835549688677
Haiti,HTI,2017,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1.24838374179666
Haiti,HTI,2016,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,5.3675009528841
Haiti,HTI,2015,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1.95105034505798
Haiti,HTI,2014,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1.5189766319064
Haiti,HTI,2013,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,0.805889067886422
Haiti,HTI,2012,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,0.382036214841099
Haiti,HTI,2011,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,0.385024518600319
Haiti,HTI,2010,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.5126620791066
Haiti,HTI,2009,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,4.22511737740781
Haiti,HTI,2008,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,6.13902055132892
Haiti,HTI,2007,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,10.0105787866455
Haiti,HTI,2006,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,8.06841352946065
Haiti,HTI,2005,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.34943460368877
Haiti,HTI,2004,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,19.1102529652751
Haiti,HTI,2003,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,11.5073460114081
Haiti,HTI,2002,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,7.00272396105438
Haiti,HTI,2001,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,6.2689499572284
Haiti,HTI,2000,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.20888104030177
Haiti,HTI,1999,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.88381941045816
Haiti,HTI,1998,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,8.9761414610465
Haiti,HTI,1997,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,10.2483393563704
Haiti,HTI,1996,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,16.1934215031315
Haiti,HTI,1995,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,54.6821929195259
Haiti,HTI,1994,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,5.81982086878639
Haiti,HTI,1993,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,6.50902379944101
Haiti,HTI,1992,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,7.19648556244464
Haiti,HTI,1991,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,13.9216981607569
Haiti,HTI,1990,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,11.8816608802709
Haiti,HTI,1989,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,23.8787653492419
Haiti,HTI,1988,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,22.7237699039488
Haiti,HTI,1987,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,20.229027027027
Haiti,HTI,1986,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,17.2777904726586
Haiti,HTI,1985,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,14.2881443554984
Haiti,HTI,1984,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,11.0895054388978
Haiti,HTI,1983,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.07494829043734
Haiti,HTI,1982,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,10.6330533948857
Haiti,HTI,1981,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,14.535427213571
Haiti,HTI,1980,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.94850103434685
Haiti,HTI,1979,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,10.7366808923502
Haiti,HTI,1978,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.897066442136
Haiti,HTI,1977,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.2308838618042
Haiti,HTI,1976,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.1960781909271
Haiti,HTI,1975,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.00088024674059
Haiti,HTI,1974,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,8.50966673449658
Haiti,HTI,1973,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,10.0169059862657
Haiti,HTI,1972,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,9.98562991077135
Haiti,HTI,1971,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,13.254290168956
Haiti,HTI,2019,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.149923699143542
Haiti,HTI,2018,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.116387167217002
Haiti,HTI,2017,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.139894879122901
Haiti,HTI,2016,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.657055348494213
Haiti,HTI,2015,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.236986065991082
Haiti,HTI,2014,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.176656038319429
Haiti,HTI,2013,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.0894917063920066
Haiti,HTI,2012,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.038867063985831
Haiti,HTI,2011,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.0400156387356791
Haiti,HTI,2010,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.12350386235766
Haiti,HTI,2009,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.398871294762931
Haiti,HTI,2008,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.55838303799366
Haiti,HTI,2007,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.86050572499568
Haiti,HTI,2006,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.772965651665887
Haiti,HTI,2005,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.806615320123012
Haiti,HTI,2004,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.63441380822174
Haiti,HTI,2003,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.08464115207752
Haiti,HTI,2002,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.483929847000106
Haiti,HTI,2001,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.437495235293181
Haiti,HTI,2000,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.674046832322349
Haiti,HTI,1999,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.26278172252575
Haiti,HTI,1998,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.13949967633922
Haiti,HTI,1997,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.1597775495125
Haiti,HTI,1996,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.06240250405695
Haiti,HTI,1995,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.72869132277952
Haiti,HTI,1994,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.180015094474554
Haiti,HTI,1993,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.411490888217435
Haiti,HTI,1992,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.36187216269075
Haiti,HTI,1991,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.911235043321467
Haiti,HTI,1990,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.25413872590722
Haiti,HTI,1989,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.12636199654345
Haiti,HTI,1988,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.46932392108964
Haiti,HTI,1987,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.25054198446483
Haiti,HTI,1986,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.22565706358152
Haiti,HTI,1985,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.45805446702006
Haiti,HTI,1984,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.99533884458552
Haiti,HTI,1983,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.66082717218952
Haiti,HTI,1982,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.02789567724917
Haiti,HTI,1981,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.43516036526751
Haiti,HTI,1980,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.2430800657221
Haiti,HTI,2018,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2370915011.76722
Haiti,HTI,2017,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2410456438.53652
Haiti,HTI,2016,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2174226509.26468
Haiti,HTI,2015,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1977646797.27919
Haiti,HTI,2014,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2034929862.34238
Haiti,HTI,2013,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2518080372.79561
Haiti,HTI,2012,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2165695373.398
Haiti,HTI,2011,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1882129273.27336
Haiti,HTI,2010,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1893092124.23191
Haiti,HTI,2009,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1053347289.86384
Haiti,HTI,2008,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,705361460.24731
Haiti,HTI,2007,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,582010074.440742
Haiti,HTI,2006,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,367815246.98156
Haiti,HTI,2005,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,219055947.35269
Haiti,HTI,2004,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,189071925.394247
Haiti,HTI,2003,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,62581880.5006275
Haiti,HTI,2002,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,82171313.9951751
Haiti,HTI,2001,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,141791473.952002
Haiti,HTI,2000,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,182507938.09891
Haiti,HTI,1999,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,264421954.53134
Haiti,HTI,1998,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,263934070.113309
Haiti,HTI,1997,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,212775657.657421
Haiti,HTI,1996,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,223092904.64431
Haiti,HTI,1995,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,198778526.312486
Haiti,HTI,1994,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,58174903.9609502
Haiti,HTI,1993,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,39307976.7956273
Haiti,HTI,1992,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,33250204.5078135
Haiti,HTI,1991,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,41497494.3494429
Haiti,HTI,1990,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,10167737.8619596
Haiti,HTI,1989,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,19828758.6090362
Haiti,HTI,1988,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,20357775.9554406
Haiti,HTI,1987,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,25620159.0747379
Haiti,HTI,1986,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,22839801.1943488
Haiti,HTI,1985,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,12211089.4622144
Haiti,HTI,1984,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,18468623.1655813
